0 1 412.98999999774
0 3 447.04400000135
0 4 554.14400001301
0 18 715.72600001808
1 0 447.41199999765
1 3 770.50200001792
1 4 643.46200001476
1 6 837.96200002076
2 3 717.34200001819
2 5 827.8320000209
2 16 474.59000000404
2 18 568.83800001433
3 0 479.74999999988
3 1 694.43400001668
3 2 647.75800001494
3 16 582.83000001346
4 0 478.01400000456
4 1 463.65600000206
4 7 529.7560000147
4 14 683.86600001816
5 2 861.27600002215
5 9 541.81000001466
5 10 811.27600002053
5 17 687.22600001785
6 1 927.73200002367
6 9 726.99800001859
6 13 908.98400002216
6 14 616.81600001588
7 4 643.30000001784
7 11 461.32600000566
7 12 683.15400001836
7 16 866.15200002168
8 9 502.45200000884
8 11 381.05199999776
8 15 475.65600000327
8 16 546.08000001496
9 5 438.64000000377
9 6 539.0780000155
9 8 577.66800001607
9 18 527.89400001487
10 5 644.17800001598
10 12 555.36800001403
10 13 389.47399999779
10 14 498.43000000601
11 7 484.76800000661
11 8 527.52200001246
11 15 703.63000001677
11 18 765.06800001907
12 7 744.75800001853
12 10 639.1560000159
12 13 616.07000001534
12 15 578.78400001532
13 6 843.85200002008
13 10 489.4359999975
13 12 686.05600001605
13 17 617.89600001496
14 4 612.7240000172
14 6 404.99799999765
14 10 442.93800000378
14 17 427.25600000056
15 8 648.57400001594
15 11 683.25800001594
15 12 573.60800001534
15 17 753.60000001913
16 2 409.41599999768
16 3 519.67000001399
16 7 793.2620000195
16 8 643.80600001652
17 5 643.53400001632
17 13 569.57800001447
17 14 598.85000001499
17 15 747.99600001914
18 0 996.01400002483
18 2 619.04400001626
18 9 694.88600001737
18 11 963.29000002373
