0 1 396.13599999787
0 3 410.58199999773
0 4 545.17000001195
0 18 680.89400001708
1 0 424.49199999777
1 3 731.17800001743
1 4 612.6000000137
1 6 794.15000001914
2 3 695.46000001739
2 5 789.28200001985
2 16 439.98599999756
2 18 549.05000001369
3 0 469.37799999753
3 1 671.6500000157
3 2 610.78800001358
3 16 561.77000001216
4 0 452.14799999879
4 1 430.82199999759
4 7 505.06600001286
4 14 657.18600001718
5 2 817.32400002096
5 9 513.40200001403
5 10 786.84800001961
5 17 661.52400001688
6 1 884.18000002281
6 9 681.80400001755
6 13 858.30200002129
6 14 582.09400001469
7 4 606.37000001675
7 11 441.95000000296
7 12 661.78800001776
7 16 837.55800002081
8 9 469.56800000322
8 11 370.35999999787
8 15 441.58999999758
8 16 520.45000001413
9 5 417.87600000111
9 6 520.19600001492
9 8 563.71000001575
9 18 501.92200001092
10 5 608.79600001535
10 12 523.62600001245
10 13 361.19599999796
10 14 490.04800000475
11 7 467.94400000175
11 8 495.55999999746
11 15 686.37000001587
11 18 740.55000001832
12 7 705.52600001784
12 10 604.28400001491
12 13 574.54600001419
12 15 544.35800001429
13 6 783.36400001874
13 10 483.3119999975
13 12 657.77800001519
13 17 594.24800001407
14 4 584.69800001612
14 6 398.89599999766
14 10 405.55799999762
14 17 414.99799999765
15 8 603.83200001448
15 11 653.72400001552
15 12 539.71800001421
15 17 720.80800001822
16 2 387.80999999778
16 3 507.39400001082
16 7 744.82400001846
16 8 618.12200001573
17 5 612.18000001521
17 13 556.23000001392
17 14 567.92400001407
17 15 720.68800001867
18 0 951.35600002372
18 2 598.14000001557
18 9 673.14800001657
18 11 910.0880000222
